Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB
13,69,2,1,1,5,68,1,1,0,0,2,1,2,1,1,1,1,0,59,4,3,5,2
33,62,0,2,1,10,78,2,1,0,2,2,0,2,3,0,1,1,0,68,1,5,4,2
8,73,2,2,0,7,60,2,0,0,0,2,0,1,3,0,1,2,0,60,5,2,2,3
19,66,2,0,0,7,59,2,1,1,0,2,1,0,3,0,1,0,1,62,4,3,2,1
24,88,1,2,1,6,86,1,1,0,1,1,1,0,3,0,0,2,1,67,5,5,5,5
22,81,1,0,1,8,50,0,1,4,2,2,0,2,5,0,1,0,0,68,3,2,3,5
16,66,2,0,1,5,57,0,1,3,2,2,1,2,3,0,1,1,0,64,4,2,1,2
19,60,2,0,1,7,72,0,1,3,1,0,1,2,3,0,1,1,0,65,3,4,3,3
17,92,1,1,1,6,57,2,1,2,2,2,0,2,2,1,1,1,0,65,1,2,3,3
16,67,0,2,0,8,98,2,1,0,1,1,1,1,3,0,1,2,0,63,1,3,1,2
25,84,2,1,1,6,84,1,1,2,2,0,1,2,3,0,1,2,1,70,4,3,2,2
22,73,1,2,1,9,72,1,1,3,2,2,1,2,3,0,1,2,0,66,4,5,2,1
16,83,2,0,1,7,56,1,1,4,0,2,1,2,3,0,1,2,0,68,5,5,1,3
25,73,1,1,0,8,69,2,1,3,2,2,0,2,3,0,1,2,0,66,5,2,4,5
22,63,1,1,0,8,83,2,1,3,2,2,0,0,1,0,0,2,1,63,3,1,3,2
25,69,0,2,1,9,98,2,1,1,1,2,1,0,3,1,0,1,0,66,4,4,5,1
24,68,2,2,1,6,74,2,1,1,2,2,1,1,3,0,1,2,0,65,1,1,2,5
15,77,2,2,1,8,85,0,1,1,1,2,1,2,2,0,2,1,1,66,5,2,5,3
17,86,0,1,1,4,60,0,1,2,0,1,0,2,3,1,0,1,0,67,5,2,1,2
24,71,2,2,1,7,81,2,1,0,1,2,0,2,3,0,1,2,1,66,1,1,5,2
24,60,1,2,0,6,62,0,1,4,1,0,1,0,3,0,1,2,0,63,5,4,5,1
20,81,2,2,1,5,60,1,1,3,2,2,1,2,4,1,1,2,1,66,3,1,3,1
21,84,2,2,0,6,75,1,0,1,0,2,1,2,3,0,0,1,1,67,4,5,1,3
28,99,2,2,1,6,61,2,0,1,1,2,1,2,3,0,1,2,1,71,1,3,5,2
16,84,2,0,1,7,86,2,1,1,1,2,0,1,2,0,1,2,0,67,4,5,2,1
23,79,2,0,1,6,97,2,1,1,0,1,1,1,4,0,1,1,1,69,5,3,1,2
19,83,2,2,1,7,70,2,1,2,1,2,1,0,4,1,2,2,0,67,5,2,2,3
19,97,0,2,1,6,66,0,1,2,2,2,0,2,2,0,0,1,0,72,1,4,4,2
27,93,0,1,0,6,59,0,1,2,1,2,0,0,4,0,1,2,0,70,3,1,5,5
25,73,2,0,1,7,70,1,1,0,1,2,0,1,4,0,2,1,1,67,2,4,1,2
25,69,1,0,1,7,78,2,1,0,1,0,1,0,3,0,1,0,0,64,1,1,2,4
28,71,2,2,0,8,69,0,1,1,2,0,0,1,1,0,0,1,0,67,2,5,5,4
20,80,1,0,0,8,81,2,1,3,2,2,0,0,4,0,2,2,1,69,2,5,3,3
24,90,1,1,0,7,83,2,1,0,1,2,0,2,3,0,0,2,1,68,3,1,2,3
18,80,2,2,0,8,55,1,1,2,1,1,1,1,3,0,1,1,1,63,2,4,2,3
22,63,2,0,1,7,85,2,1,4,0,0,1,0,3,0,0,2,0,68,2,1,4,5
19,89,0,2,1,7,95,2,1,0,2,2,1,2,3,0,1,2,1,70,3,2,3,5
21,92,2,1,1,8,51,1,1,0,2,2,1,1,2,0,0,1,1,66,2,5,4,2
24,72,0,0,0,6,78,0,1,0,1,0,1,0,6,0,1,2,0,68,2,2,3,1
15,87,0,1,1,4,80,0,1,0,1,2,0,2,3,0,0,2,1,67,2,5,2,4
33,77,1,0,1,5,85,2,1,0,1,2,0,1,5,0,1,0,0,69,1,5,4,4
14,96,2,1,1,9,69,0,1,0,2,2,0,0,3,1,0,2,0,66,1,3,5,4
13,94,2,2,1,7,91,1,1,3,1,2,1,1,3,0,1,2,1,68,1,2,3,2
27,81,2,2,1,7,77,2,1,2,2,1,1,1,2,1,2,1,0,69,3,2,2,2
25,88,2,2,1,7,70,1,1,1,2,2,0,2,3,0,2,1,1,70,5,3,1,3
24,95,2,0,1,8,86,0,1,1,2,0,0,1,3,0,0,2,1,74,2,4,3,1
24,80,2,0,1,7,96,0,1,0,1,0,1,2,0,0,0,1,0,70,2,2,3,3
20,73,2,2,1,7,91,1,1,1,2,0,1,1,2,0,2,1,1,66,3,1,5,2
15,90,0,2,1,8,97,2,1,1,1,0,0,0,3,0,0,2,0,69,2,3,3,5
20,69,2,0,0,6,63,1,1,0,1,2,1,0,3,0,2,2,1,64,1,2,3,3
16,76,1,0,1,8,56,2,0,1,1,2,1,2,1,0,1,2,1,62,5,4,5,2
26,95,1,0,0,7,77,2,1,0,2,2,1,1,3,0,1,1,0,70,4,2,5,2
19,89,0,2,1,7,52,2,1,2,2,2,1,0,4,0,1,1,1,68,2,5,4,5
15,76,2,2,1,6,84,1,1,0,2,0,1,1,3,0,0,2,0,65,1,1,2,5
18,69,0,0,0,7,62,1,1,3,2,2,1,2,3,0,1,1,1,65,4,3,2,5
22,74,0,0,1,6,73,1,1,3,0,0,1,2,4,0,2,1,0,71,5,5,4,1
17,71,0,2,1,9,83,1,1,2,2,2,1,1,5,0,1,2,1,66,4,4,2,2
15,67,2,2,0,4,74,2,1,0,1,2,1,0,3,0,0,1,1,61,1,5,3,5
21,90,1,2,1,8,62,1,1,2,2,0,1,0,5,1,1,2,1,67,4,5,4,1
21,70,1,0,1,4,94,2,1,0,1,0,0,1,2,0,0,0,1,65,3,4,4,4
17,78,2,0,0,8,88,2,1,0,1,2,1,0,3,0,1,2,0,65,4,5,2,4
17,75,2,0,1,6,80,2,0,1,1,2,0,2,5,0,1,1,1,65,2,3,1,4
21,99,2,2,0,8,85,0,1,4,2,2,1,2,4,0,1,1,1,73,2,2,2,2
11,76,2,2,1,7,71,2,0,1,2,1,1,1,2,0,0,2,1,62,3,5,1,1
12,63,2,0,1,5,69,1,1,0,2,0,1,0,2,0,0,1,0,60,1,3,4,1
16,64,1,2,1,9,58,1,1,1,2,2,1,2,3,0,0,1,0,61,2,2,1,4
19,84,1,2,1,8,90,0,1,2,1,2,0,1,3,0,2,0,1,67,5,2,3,3
22,84,0,2,0,8,69,2,0,3,2,0,0,1,4,0,0,2,1,70,2,5,5,4
29,77,1,0,0,6,85,2,1,1,2,2,1,2,1,0,0,2,1,69,2,3,1,2
25,77,2,1,1,8,65,0,0,0,2,2,1,2,5,0,0,0,0,66,1,5,5,4
19,62,2,2,0,5,90,1,1,2,1,0,1,2,3,0,0,1,1,64,4,4,3,4
20,81,0,2,1,4,55,2,1,1,0,2,0,2,2,0,2,1,1,68,2,2,5,1
14,80,0,2,1,5,81,2,1,1,1,2,1,2,4,0,2,0,0,67,3,5,3,4
20,66,2,2,0,6,90,0,1,0,2,2,1,1,1,0,0,2,0,64,4,2,5,5
18,64,2,2,1,6,83,0,1,2,1,2,1,2,2,0,0,2,1,65,5,3,5,5
22,65,1,0,1,6,85,2,1,2,0,2,1,2,3,1,2,2,0,66,1,1,2,3
15,64,2,2,1,6,76,0,1,2,2,2,0,2,4,1,1,2,0,63,5,5,1,2
23,84,0,2,1,6,78,1,1,2,1,1,1,0,2,0,1,1,0,68,4,5,5,2
29,68,2,0,1,4,53,2,1,1,2,2,0,0,4,0,1,0,1,66,4,2,4,1
19,70,2,2,0,7,63,1,0,3,1,1,1,1,5,0,1,2,1,63,4,3,2,2
22,67,1,2,0,7,86,1,1,1,1,2,1,2,3,0,1,1,0,63,5,4,1,3
24,98,0,2,1,6,97,2,1,1,2,2,1,2,4,0,0,0,1,74,4,3,2,5
18,94,2,0,1,9,77,1,1,1,2,0,1,2,2,0,0,1,1,70,5,5,1,1
21,69,0,0,1,7,86,2,1,2,1,2,0,1,3,0,1,2,1,68,4,4,3,5
20,73,2,2,1,7,84,2,1,0,2,2,1,1,4,0,2,1,0,66,3,3,5,3
21,68,2,1,0,8,100,1,1,0,2,2,1,2,4,0,1,0,1,63,4,1,4,1
15,80,1,0,0,5,90,2,1,4,1,2,1,2,3,0,0,0,0,67,5,2,2,4
20,61,2,2,0,7,81,2,1,1,2,1,1,1,3,0,1,1,1,62,2,3,2,2
23,87,0,0,0,8,56,2,1,1,2,0,1,2,3,0,2,1,1,71,4,3,2,3
29,81,0,2,0,7,68,2,1,2,2,2,1,1,4,0,2,2,1,72,2,1,2,1
26,96,2,2,1,5,63,2,0,1,0,2,0,2,2,0,2,2,1,72,3,5,5,5
33,67,2,2,1,6,93,0,1,0,1,0,1,1,3,0,1,0,0,68,1,2,1,1
15,92,2,1,1,7,72,1,1,1,2,2,1,0,5,0,1,2,0,66,3,3,5,4
25,92,2,2,0,4,77,2,1,0,1,2,1,2,3,0,1,2,1,70,4,4,3,3
21,65,2,1,1,5,98,0,0,2,1,2,0,2,4,0,2,2,1,66,2,3,5,1
33,76,2,2,1,10,92,1,1,1,0,2,0,2,3,0,2,2,0,72,2,2,5,3
15,67,0,2,1,8,89,1,1,0,0,0,1,1,4,0,1,1,0,64,5,3,3,3
15,70,0,2,0,9,57,2,1,1,2,2,0,0,3,0,1,2,0,63,2,1,5,5
16,71,2,2,0,8,51,2,1,0,1,2,1,0,2,0,2,0,0,61,5,3,1,2
7,82,0,0,1,8,56,2,1,0,1,2,0,0,2,0,1,0,1,62,1,3,4,4
17,76,2,0,0,7,87,0,1,1,2,0,1,2,4,0,1,2,0,68,4,4,3,1
15,98,1,2,1,8,71,1,1,1,2,2,1,2,3,0,1,2,1,68,5,1,2,2
21,65,1,2,0,9,56,0,1,1,2,2,1,2,5,0,1,1,1,63,1,1,1,5
22,99,2,1,1,8,87,1,1,1,2,2,0,1,4,0,1,1,0,70,2,3,4,2
31,69,0,1,1,7,60,2,1,1,1,2,1,1,3,0,2,2,0,68,2,4,1,3
26,91,0,2,1,7,79,2,1,1,1,2,0,1,5,0,1,2,0,72,1,3,1,3
17,74,2,2,1,8,87,2,1,4,1,1,1,2,3,0,0,2,1,67,2,3,2,4
15,66,1,0,0,6,80,2,0,1,1,2,0,1,1,0,0,2,1,61,1,2,4,1
23,94,1,2,0,8,100,2,0,0,1,2,1,1,3,0,2,2,1,69,5,2,1,1
12,72,2,1,1,6,72,0,1,2,1,0,0,0,2,0,1,1,0,61,5,4,2,5
31,86,0,0,1,6,66,2,1,3,2,2,1,2,3,0,0,1,1,75,1,5,3,4
27,83,0,1,0,5,60,2,1,0,0,1,1,1,2,0,0,1,0,68,5,2,2,1
17,79,2,1,1,6,75,1,1,1,2,0,1,1,4,0,1,2,1,65,5,5,5,3
10,80,0,2,1,6,93,0,1,4,2,2,1,0,3,0,0,1,0,67,5,1,2,4
28,89,2,0,1,10,97,0,1,3,2,1,1,0,6,0,1,2,0,75,3,2,2,2
19,64,1,2,0,6,99,2,1,1,2,2,1,2,3,0,0,2,1,64,4,2,2,4
27,87,2,2,0,8,77,2,1,1,1,0,1,1,4,0,1,1,1,70,2,4,1,4
10,96,0,0,0,6,80,2,0,0,2,2,1,1,4,0,1,1,0,67,3,5,4,1
16,62,2,2,1,7,79,1,1,2,2,2,1,1,3,0,1,2,1,63,5,2,2,5
20,66,0,0,0,7,73,2,1,1,2,2,1,0,4,0,0,2,0,65,1,2,2,5
20,89,2,2,1,4,58,2,1,1,2,2,1,2,3,0,1,0,0,67,5,4,5,1
17,77,1,0,1,5,53,2,1,2,0,2,1,1,3,0,0,2,1,86,4,4,5,1
24,76,1,0,0,6,72,0,1,3,2,0,1,1,3,1,1,1,0,67,5,5,3,1
14,65,0,2,0,5,59,1,1,1,0,2,1,2,4,0,2,0,1,63,1,1,3,5
19,80,2,2,0,7,94,2,1,0,2,1,1,1,3,0,0,1,0,66,4,1,5,1
21,65,0,0,0,7,88,1,1,2,1,2,0,1,1,0,1,2,1,65,5,3,4,2
23,79,2,2,0,5,81,2,1,1,2,2,0,1,3,0,1,2,0,67,4,2,3,2
24,91,2,2,0,7,52,1,1,0,0,0,1,1,4,0,0,2,1,69,2,5,4,3
13,70,0,0,0,6,81,2,1,2,2,1,1,2,2,0,2,2,1,66,2,2,5,2
11,79,2,2,1,7,81,2,1,1,0,2,1,1,2,0,1,1,1,64,5,5,3,4
28,100,0,1,1,6,72,2,1,1,1,2,1,0,2,0,2,2,0,73,4,5,2,3
22,87,1,2,0,8,83,1,1,1,1,2,1,1,1,0,0,0,1,66,1,5,5,2
16,94,2,2,0,9,93,1,1,1,1,2,1,0,4,0,2,2,0,68,5,2,3,4
29,77,0,1,1,8,88,1,1,0,2,0,1,2,4,0,0,1,1,70,2,4,4,2
21,91,0,2,0,9,74,2,1,2,1,1,0,0,2,0,1,2,0,69,2,2,4,4
27,62,2,0,1,5,63,1,1,4,0,2,1,0,4,0,1,2,0,67,5,5,3,1
20,65,2,1,0,6,74,1,1,0,2,2,0,2,3,0,0,1,1,62,4,3,4,4
32,68,2,1,0,8,97,0,1,1,1,2,1,2,2,0,1,2,1,68,2,1,3,1
31,76,2,0,1,9,91,2,1,1,1,2,0,1,4,0,2,2,1,72,4,5,3,4
19,94,1,2,0,8,51,2,1,3,2,1,0,2,5,0,2,2,1,69,2,3,4,4
26,74,1,1,0,5,89,1,1,3,0,0,0,0,2,0,1,2,1,66,2,4,1,2
24,86,0,0,0,6,59,2,1,1,1,2,1,2,3,0,1,1,0,70,3,5,2,4
28,88,0,2,0,8,79,2,1,0,2,2,1,2,3,0,1,0,1,71,2,3,5,2
14,83,2,2,1,7,90,2,1,0,1,1,1,0,3,0,0,2,0,65,1,5,2,4
24,74,0,2,1,6,78,2,1,3,1,0,1,2,3,0,0,2,0,70,5,2,5,5
26,83,1,1,0,7,70,0,0,2,2,0,1,0,4,1,1,1,1,65,5,3,5,3
9,74,2,0,0,7,66,1,1,1,0,0,0,1,3,0,1,0,0,62,4,2,2,2
13,63,0,2,1,5,65,2,1,2,0,2,0,1,2,0,1,0,1,62,2,2,3,2
8,100,0,2,1,8,92,2,1,1,2,0,1,1,3,0,2,1,0,70,1,3,4,1
18,65,2,0,1,6,91,2,0,5,1,2,0,1,3,0,0,2,1,66,4,1,1,5
24,63,0,1,1,7,91,1,1,4,1,2,0,2,4,0,1,2,0,67,3,3,1,1
29,95,2,1,0,9,64,2,1,1,2,0,1,2,3,0,1,2,0,72,4,1,1,5
20,72,0,1,1,7,90,1,1,0,1,0,0,0,3,0,2,2,0,66,4,5,2,5
30,86,2,1,1,8,52,2,1,2,2,2,1,0,2,1,0,1,0,68,2,5,2,4
12,73,0,2,0,5,60,2,1,1,1,2,1,0,4,0,1,1,1,62,3,3,3,1
10,76,1,2,1,8,76,2,1,2,0,0,0,2,3,1,2,1,1,64,4,5,1,3
20,70,2,2,0,8,70,2,1,0,1,2,1,1,5,0,2,2,0,65,1,4,3,5
22,74,2,1,1,6,56,1,1,4,2,0,1,0,3,0,2,1,1,66,1,2,1,5
20,76,2,1,0,7,52,2,1,2,1,0,0,1,3,0,1,2,0,64,5,2,2,2
8,89,2,0,1,7,81,1,1,4,1,2,1,1,3,0,0,2,1,67,3,1,4,4
19,80,0,2,1,7,66,1,1,4,2,2,1,0,4,0,0,2,0,69,3,5,4,3
12,98,0,2,1,8,51,2,1,0,2,1,1,2,5,0,2,1,1,68,5,1,4,5
24,62,2,2,0,6,72,0,1,2,1,1,1,1,4,0,1,2,1,64,4,2,4,2
22,80,0,2,1,7,65,2,1,2,0,2,0,1,2,0,1,1,0,68,3,2,5,1
14,83,1,1,1,9,79,2,1,1,2,1,1,2,3,0,1,2,1,64,1,5,1,5
17,97,2,0,0,9,96,0,1,0,0,2,1,0,1,0,2,2,1,71,1,4,4,2
14,62,0,0,1,8,65,1,1,3,1,2,1,0,2,0,1,0,1,61,2,4,5,1
20,83,1,2,0,7,100,2,1,4,1,2,1,0,3,0,0,2,1,68,3,5,5,4
26,94,0,2,1,10,54,1,1,2,0,2,1,1,5,0,1,2,1,73,4,5,5,1
14,70,0,2,1,9,54,2,0,3,2,2,1,2,1,0,0,2,1,64,5,1,3,5
23,95,2,2,1,7,86,2,1,3,1,2,1,2,4,1,2,0,1,72,5,5,3,3
17,61,2,2,1,7,87,0,1,5,2,2,1,1,3,0,1,2,1,65,4,4,5,1
15,89,2,2,1,6,71,2,1,1,2,0,1,2,4,0,1,2,0,68,2,5,4,3
19,97,0,1,1,8,64,2,1,2,1,0,1,2,3,0,1,2,1,71,5,1,1,3
14,86,2,1,1,8,90,2,0,3,2,2,1,0,3,1,2,2,1,65,3,1,2,1
17,78,2,2,0,8,98,1,1,2,2,2,0,2,2,0,1,2,1,66,2,1,3,4
13,62,1,0,0,7,99,2,1,4,2,1,1,2,1,0,2,1,0,63,3,1,4,1
32,97,2,0,0,5,82,2,1,1,2,2,1,1,3,0,1,1,1,74,1,3,4,2
20,79,0,1,1,7,87,1,0,2,2,0,0,1,4,1,1,2,0,66,2,5,2,3
16,61,2,1,0,8,91,0,1,2,2,0,1,1,3,0,0,1,1,63,5,2,2,5
21,88,0,2,1,6,90,0,1,2,0,2,0,1,4,0,1,1,1,72,2,5,4,3
19,79,2,0,0,7,100,1,1,1,0,0,1,2,2,0,0,0,0,69,2,3,2,5
19,65,2,0,1,9,91,2,1,1,2,0,1,2,4,0,0,2,1,67,2,1,4,2
24,69,1,0,0,5,83,1,1,3,1,2,0,1,3,0,1,2,1,66,2,3,2,2
25,63,0,2,0,7,69,2,1,0,1,0,0,0,5,0,1,1,0,64,3,4,2,2
17,83,1,2,0,9,80,2,1,4,2,0,1,0,2,0,0,2,0,67,1,4,4,1
17,85,2,1,0,7,94,0,1,4,1,2,1,2,3,0,0,2,0,69,4,5,5,3
18,80,2,1,1,6,65,2,1,2,1,0,1,0,2,0,0,2,0,65,2,5,4,5
6,93,2,2,0,7,52,0,1,0,2,2,1,1,2,0,0,2,0,64,5,2,1,2
11,94,2,1,1,8,66,0,0,1,0,1,1,1,4,0,1,2,0,65,2,2,2,2
28,85,2,0,1,7,98,2,1,2,1,0,0,2,1,1,1,2,1,72,5,4,3,5
30,61,1,0,1,8,90,2,1,2,1,0,1,0,2,0,1,1,0,66,3,1,2,3
19,88,2,1,0,7,59,2,1,2,1,2,1,1,3,0,0,2,0,66,5,3,1,3
23,77,0,0,1,7,51,2,1,1,1,1,0,2,3,0,0,1,1,67,4,2,3,5
22,83,2,2,1,8,83,0,1,1,0,2,0,0,3,1,2,1,1,69,1,2,3,4
38,86,1,0,1,7,79,1,1,3,1,2,1,0,3,0,1,2,1,73,5,1,4,3
27,74,2,0,0,6,54,2,1,3,2,2,1,1,3,0,0,2,0,69,5,1,5,5
19,97,2,1,0,8,98,2,1,1,1,2,0,1,4,1,1,2,1,68,1,5,4,5
14,65,1,2,1,7,81,2,1,1,1,2,1,2,3,0,1,1,0,61,4,3,3,2
10,87,2,1,1,6,83,2,0,0,1,2,1,2,4,0,1,2,1,63,2,1,3,5
21,60,2,0,1,8,93,1,1,0,1,2,1,2,2,0,1,0,0,63,5,2,5,1
15,97,1,2,1,9,67,2,1,1,1,0,1,1,2,0,0,2,1,68,1,2,2,2
11,65,2,0,0,7,78,2,1,2,1,2,1,1,3,0,2,2,0,63,3,4,5,2
16,64,0,2,1,7,79,2,1,3,2,2,0,2,4,1,2,2,0,66,1,1,4,3
14,73,0,2,1,5,98,2,1,2,1,2,1,0,4,0,1,1,0,65,3,5,2,4
30,75,0,0,0,7,57,0,1,0,1,2,1,1,1,1,0,2,0,68,4,3,4,3
25,69,2,2,1,7,88,0,1,0,1,2,1,0,4,0,0,2,0,66,2,5,5,1
20,83,1,1,0,7,79,1,0,2,2,2,1,2,5,0,2,1,1,66,1,2,2,2
29,78,0,2,0,6,92,2,1,2,1,2,0,0,4,0,1,2,1,70,5,5,5,2
20,61,1,1,1,8,92,2,1,0,2,2,1,0,2,0,1,2,0,61,4,2,1,5
15,73,2,1,1,7,51,2,1,2,1,0,0,0,3,0,1,1,1,61,1,2,3,4
29,92,2,2,1,10,63,0,1,1,1,0,0,0,4,0,1,1,1,71,5,2,2,4
23,88,1,2,1,7,59,2,1,1,2,2,1,0,2,0,1,2,1,67,1,2,3,5
14,89,0,0,1,4,73,2,1,2,2,0,1,0,3,0,0,2,1,70,3,2,1,1
19,88,0,2,0,5,95,2,1,2,1,2,0,0,4,0,0,1,1,69,1,4,2,4
15,72,0,0,0,8,50,2,1,2,2,2,1,1,4,0,1,2,0,65,1,5,3,2
12,64,0,1,1,6,74,0,1,0,2,2,1,2,2,0,1,1,1,61,1,4,3,1
26,71,2,1,0,6,94,1,1,3,1,2,1,2,4,0,2,2,1,68,4,4,2,3
31,93,0,1,1,5,96,2,1,2,1,2,1,2,2,0,1,2,1,74,1,1,3,3
12,99,2,2,0,6,83,1,1,1,2,2,1,0,3,0,1,2,0,67,5,1,3,1
23,80,2,2,1,7,91,1,1,5,0,2,1,0,1,0,1,2,0,70,3,1,2,2
16,60,1,2,1,8,66,1,1,1,0,0,0,1,2,1,1,1,0,59,3,3,3,3
17,66,0,0,0,5,64,1,1,0,2,0,0,1,2,0,0,2,1,64,1,1,3,2
16,73,0,2,1,8,52,2,1,2,2,0,1,2,4,0,0,2,0,66,4,5,4,5
15,83,1,1,1,5,75,2,1,1,2,2,1,1,3,0,1,0,0,63,4,4,4,4
20,63,1,1,1,8,73,1,1,0,0,2,1,1,3,0,0,2,0,61,5,5,1,1
15,98,1,0,1,8,69,1,1,2,1,2,1,1,4,0,1,1,0,68,1,1,4,4
22,75,2,2,0,6,56,1,1,3,2,2,0,2,3,0,1,0,1,65,3,3,4,5
20,97,2,0,0,5,62,2,1,1,2,2,0,1,4,0,1,0,1,69,4,3,1,3
19,91,0,1,1,8,60,2,1,2,1,2,0,1,4,0,1,1,1,68,1,4,3,2
15,90,2,1,1,6,97,1,1,2,0,0,1,2,2,0,1,2,1,69,4,5,3,2
17,84,2,1,1,7,98,0,1,1,1,0,1,1,2,0,0,0,0,67,4,2,4,5
25,85,0,0,0,8,50,0,1,1,0,2,1,1,1,0,0,1,0,70,3,5,1,1
23,86,2,2,1,8,59,1,1,1,1,2,1,1,3,0,2,1,0,68,2,1,3,4
14,85,2,2,0,6,94,1,1,0,0,2,1,2,4,0,0,2,1,67,5,2,5,3
21,82,0,2,0,7,52,2,1,4,1,2,1,1,3,0,1,0,1,67,5,3,2,1
25,99,0,2,1,6,97,0,1,0,2,2,1,2,3,0,0,1,1,75,3,4,2,5
10,89,1,1,1,8,69,1,1,3,1,2,1,0,4,0,0,1,1,63,4,4,2,5
23,91,1,2,0,9,77,0,1,1,1,2,1,2,5,0,1,2,1,70,1,3,4,2
16,95,2,1,1,6,88,1,1,2,0,0,1,2,4,0,1,2,0,70,4,1,2,3
23,69,2,0,1,7,62,2,1,1,2,2,1,1,4,1,1,0,1,64,3,3,2,1
15,63,2,1,0,8,55,1,1,0,2,1,1,1,3,0,0,2,0,59,5,1,5,2
9,79,2,1,0,7,90,0,1,1,0,1,1,1,3,0,1,2,1,63,4,2,3,3
10,81,0,2,1,8,99,2,0,2,2,2,1,2,4,0,2,1,0,67,5,3,5,4
20,93,1,0,1,7,83,2,1,0,2,2,0,0,2,1,1,2,1,68,1,1,4,4
22,78,2,2,1,5,91,1,1,0,2,0,0,0,3,0,2,2,1,68,5,2,2,2
15,83,2,2,0,7,97,2,1,2,1,0,0,1,2,0,1,2,0,97,5,3,3,1
24,81,2,1,0,9,61,2,1,1,1,1,1,2,4,0,0,2,0,66,2,4,2,3
10,62,2,1,0,7,68,0,1,3,2,2,1,1,3,0,2,2,1,61,2,3,2,4
20,85,0,2,0,9,61,0,1,2,0,2,1,2,3,0,0,2,1,70,2,5,4,4
13,93,1,1,1,4,53,0,1,1,2,1,1,2,1,0,2,2,1,65,5,3,2,1
16,66,1,2,1,8,87,0,1,3,2,2,1,2,2,0,1,1,0,64,3,5,1,2
20,84,2,0,1,6,57,0,1,2,2,2,1,2,4,0,1,0,0,69,5,2,3,5
15,84,2,0,0,6,55,1,1,1,2,2,0,0,2,0,1,2,1,64,3,3,3,3
18,67,1,1,1,9,68,1,1,2,1,0,0,0,2,0,2,2,1,61,3,2,1,4
26,65,1,2,0,7,53,1,1,3,0,2,1,2,2,0,1,2,0,64,2,2,4,5
17,99,2,0,0,6,59,2,1,0,2,2,1,1,3,0,1,1,1,68,4,1,2,1
25,76,2,0,0,8,53,0,1,1,0,0,1,2,3,1,1,0,0,67,1,2,2,2
13,69,0,1,0,4,94,2,1,3,1,1,1,2,3,1,1,2,1,62,2,2,3,3
23,67,2,2,1,9,89,2,1,2,1,0,1,1,2,0,1,2,0,66,2,3,4,1
29,87,2,0,1,10,93,0,1,1,1,2,1,1,4,0,1,1,1,72,4,3,4,2
5,84,2,2,1,8,93,0,1,4,0,0,1,2,3,0,0,1,1,68,1,4,4,1
15,86,2,0,1,8,97,2,1,4,0,2,1,2,3,0,1,2,1,71,5,1,2,4
23,64,2,2,1,7,59,0,1,3,2,2,1,2,2,0,1,1,0,65,5,2,4,4
19,96,2,1,1,5,95,1,0,2,2,1,0,1,3,0,1,1,0,68,2,1,1,5
22,76,2,1,0,9,76,2,1,2,1,0,1,1,5,0,1,0,0,65,1,5,5,1
16,73,0,1,1,8,58,2,1,1,2,2,1,1,4,0,1,2,0,64,2,2,4,4
21,78,2,1,0,8,83,2,1,2,2,2,1,2,4,1,1,0,1,65,3,1,5,2
19,76,0,0,1,8,66,1,1,0,1,0,0,0,4,1,1,2,1,65,2,4,2,5
27,95,0,2,0,7,52,0,1,3,2,0,0,0,3,0,0,1,0,73,2,4,4,3
22,97,2,0,1,6,54,2,1,1,1,0,1,2,3,0,2,2,1,72,5,2,3,1
22,72,1,2,1,10,71,2,1,1,2,2,0,0,1,0,0,2,1,64,5,5,2,4
18,95,2,2,1,7,91,1,1,0,1,2,1,2,4,1,2,1,1,69,5,4,1,2
17,91,2,2,0,6,66,0,1,1,0,2,0,2,3,0,1,2,1,69,3,4,1,1
17,97,2,0,1,9,88,2,0,0,2,2,1,2,2,0,1,2,1,70,5,5,5,2
22,70,1,2,0,7,53,1,1,1,1,2,1,2,3,0,1,2,0,83,1,1,5,5
17,83,0,2,0,7,70,1,1,3,1,2,0,1,5,0,2,2,0,68,4,4,3,4
22,71,1,0,1,9,56,0,1,1,1,0,1,1,3,1,0,2,0,84,1,3,3,4
32,93,2,2,1,8,93,0,1,1,2,0,1,0,3,0,2,0,0,75,1,4,1,5
25,60,1,0,0,8,98,2,1,1,2,2,1,1,5,0,2,2,0,67,5,1,4,2
18,83,2,0,1,5,66,2,1,0,0,2,0,2,4,0,2,2,1,69,4,1,1,1
27,74,0,2,0,8,99,0,0,3,2,2,1,2,4,0,1,2,1,71,4,2,1,2
18,73,2,1,1,5,88,2,1,1,2,2,1,2,5,0,0,2,0,66,4,3,3,1
8,86,2,0,0,6,50,0,1,1,2,2,1,2,2,0,0,2,1,65,3,1,5,5
14,94,0,2,0,7,74,2,1,1,0,2,0,2,5,0,0,2,1,70,5,5,3,3
9,84,0,1,0,7,92,0,1,1,1,0,1,0,4,0,2,2,1,66,4,3,3,1
18,94,0,2,1,8,77,2,1,3,2,0,1,2,4,0,2,2,1,74,3,3,3,4
