Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,student_id,profile_source,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB,Skill_HTML/CSS,Skill_Angular,Skill_Vue,Skill_Express,Skill_Java,Skill_PHP,Skill_FastAPI,Skill_MySQL,Skill_PostgreSQL,Skill_Firebase,Skill_TensorFlow,Skill_Pandas,Religion,LivingCity,Ethnicity_Group
21,78,2,2,1,10,55,2,1,1,0,1,0,2,2,0,0,2,Non-binary,67,SIM-0129,synthetic_simulation,5,4,3,5,3,3,4,4,5,4,2,2,1,5,3,1,Hinduism,Colombo,Group A
17,94,1,2,1,8,65,1,1,4,2,2,1,1,6,0,1,0,Male,68,SIM-0130,synthetic_simulation,5,4,2,2,1,5,2,3,4,1,1,4,4,4,5,2,Christianity,Kandy,Group D
11,78,2,0,1,8,51,2,1,2,1,2,1,1,3,0,2,2,Male,64,SIM-0131,synthetic_simulation,3,5,1,3,4,5,2,3,3,5,5,2,4,2,3,4,Buddhism,Kandy,Group A
20,77,2,2,0,6,87,1,1,0,1,0,1,2,4,0,1,2,Male,66,SIM-0132,synthetic_simulation,5,3,4,2,5,1,4,2,5,1,3,3,1,4,4,1,Islam,Negombo,Group C
14,66,0,1,0,7,96,2,1,3,1,0,1,0,3,0,1,2,Male,63,SIM-0133,synthetic_simulation,4,3,5,4,3,2,4,5,4,4,4,4,2,1,2,3,Buddhism,Jaffna,Group A
23,77,2,2,1,7,79,2,1,0,1,0,1,1,2,0,1,1,Male,66,SIM-0134,synthetic_simulation,5,3,4,1,3,5,4,3,2,1,1,1,5,3,4,2,Christianity,Negombo,Group B
14,81,2,2,0,9,81,2,1,1,1,0,0,0,3,0,2,2,Non-binary,66,SIM-0135,synthetic_simulation,3,5,4,3,1,5,4,4,2,3,4,3,3,5,5,3,Hinduism,Galle,Group D
29,61,2,0,1,7,52,1,1,3,1,2,0,2,3,0,0,2,Non-binary,67,SIM-0136,synthetic_simulation,3,4,4,1,3,4,4,5,1,4,1,5,4,1,5,4,Buddhism,Negombo,Group D
15,78,0,0,0,9,75,1,1,1,1,2,1,0,1,0,1,2,Female,65,SIM-0137,synthetic_simulation,4,4,2,2,5,2,1,4,5,3,5,5,5,3,1,3,Christianity,Galle,Group A
18,91,1,2,1,5,76,2,1,1,2,2,1,1,3,0,1,2,Non-binary,68,SIM-0138,synthetic_simulation,2,1,2,5,2,3,1,4,5,3,2,4,2,1,5,2,Islam,Galle,Group B
25,87,2,1,0,9,52,0,1,1,1,0,0,2,2,0,1,2,Male,68,SIM-0139,synthetic_simulation,2,5,5,1,1,4,4,2,5,5,3,3,3,5,5,4,Hinduism,Galle,Group A
13,85,0,2,0,6,89,2,1,0,0,2,0,1,1,1,1,2,Non-binary,65,SIM-0140,synthetic_simulation,5,1,2,1,4,3,3,4,3,3,4,3,4,3,4,1,Islam,Galle,Group D
21,96,2,2,0,8,64,0,1,2,2,0,1,1,0,0,0,2,Non-binary,71,SIM-0141,synthetic_simulation,1,5,2,5,3,1,3,1,3,1,3,3,4,5,4,1,Other,Galle,Group B
28,61,2,0,0,6,86,0,1,1,1,2,0,0,3,1,2,0,Female,65,SIM-0142,synthetic_simulation,5,1,2,1,5,5,4,5,5,1,2,5,2,3,5,2,Islam,Kandy,Group B
10,82,2,1,0,8,70,2,1,3,1,0,1,2,1,1,2,2,Male,64,SIM-0143,synthetic_simulation,4,2,2,1,3,4,1,1,4,2,1,4,2,4,4,2,Islam,Negombo,Group C
21,91,0,2,0,6,100,2,1,0,0,2,0,1,2,0,2,2,Non-binary,72,SIM-0144,synthetic_simulation,4,3,1,5,4,3,3,4,3,5,5,5,4,1,4,2,Buddhism,Negombo,Group B
22,82,2,2,0,9,61,2,1,2,1,2,1,0,2,1,1,2,Female,65,SIM-0145,synthetic_simulation,4,3,5,5,5,2,1,4,5,2,2,2,4,2,5,3,Buddhism,Galle,Group A
25,73,2,0,0,8,53,0,0,0,1,0,0,0,5,0,2,2,Non-binary,66,SIM-0146,synthetic_simulation,4,4,2,2,4,1,2,2,3,3,3,1,5,2,2,1,Islam,Galle,Group C
13,65,1,0,0,6,99,2,1,0,1,2,0,0,4,0,1,2,Non-binary,61,SIM-0147,synthetic_simulation,4,2,5,2,5,1,1,2,1,4,3,5,2,1,5,1,Christianity,Galle,Group A
12,96,1,0,1,8,62,2,1,2,2,0,1,0,3,0,0,2,Non-binary,68,SIM-0148,synthetic_simulation,3,3,3,1,2,5,4,2,2,1,3,4,2,2,3,1,Other,Negombo,Group A
23,79,0,0,1,8,82,1,1,3,2,2,1,0,3,1,2,1,Female,69,SIM-0149,synthetic_simulation,2,4,1,3,5,5,5,2,1,4,1,5,5,5,4,4,Buddhism,Galle,Group C
22,95,2,0,1,6,69,2,1,1,1,2,1,2,3,0,0,2,Non-binary,72,SIM-0150,synthetic_simulation,4,2,2,2,4,3,4,3,5,2,3,2,2,2,1,5,Hinduism,Galle,Group D
22,83,2,0,1,5,82,2,1,2,1,0,1,2,3,0,2,2,Non-binary,71,SIM-0151,synthetic_simulation,1,3,1,2,1,3,2,2,2,2,1,2,1,1,5,2,Christianity,Jaffna,Group C
22,87,0,0,0,5,80,1,1,2,1,0,1,0,3,0,1,2,Female,70,SIM-0152,synthetic_simulation,1,1,1,3,2,1,1,4,4,1,3,2,3,4,2,4,Buddhism,Negombo,Group A
16,92,2,0,1,5,85,1,1,1,1,2,1,1,2,0,1,1,Male,68,SIM-0153,synthetic_simulation,1,5,3,3,3,3,3,4,5,2,4,2,1,1,2,5,Hinduism,Jaffna,Group A
21,86,1,2,1,5,51,2,1,2,1,0,1,2,2,0,1,1,Male,67,SIM-0154,synthetic_simulation,1,2,5,5,2,5,4,5,4,4,4,1,2,1,4,2,Hinduism,Colombo,Group B
22,76,2,2,1,8,92,2,1,1,1,0,1,1,4,0,1,2,Non-binary,68,SIM-0155,synthetic_simulation,3,4,1,2,2,1,3,1,4,2,2,3,5,3,5,5,Islam,Jaffna,Group D
16,81,2,2,1,8,74,2,1,3,2,2,1,2,2,0,2,2,Female,68,SIM-0156,synthetic_simulation,1,2,4,4,3,1,1,3,3,4,2,2,4,2,5,1,Other,Jaffna,Group B
31,92,2,2,1,4,76,2,1,2,2,0,1,2,4,1,1,0,Non-binary,72,SIM-0157,synthetic_simulation,4,4,3,4,5,2,2,3,3,3,5,1,2,2,3,5,Buddhism,Colombo,Group C
23,75,1,0,0,6,71,1,1,0,2,2,1,1,2,0,0,2,Non-binary,65,SIM-0158,synthetic_simulation,5,2,4,1,2,2,4,5,2,5,3,5,4,3,5,2,Islam,Jaffna,Group B
13,76,2,0,0,5,99,1,1,2,2,2,0,2,4,0,1,2,Female,66,SIM-0159,synthetic_simulation,1,4,3,2,2,3,3,5,2,1,3,2,3,5,3,4,Islam,Jaffna,Group A
24,64,2,2,1,8,90,0,1,0,1,0,1,0,3,0,1,2,Male,65,SIM-0160,synthetic_simulation,3,3,4,4,1,3,4,2,3,2,1,5,1,5,2,2,Other,Galle,Group B
14,97,2,2,1,6,66,2,1,2,2,2,1,0,3,1,0,2,Female,67,SIM-0161,synthetic_simulation,3,1,4,2,1,5,4,5,2,1,2,5,3,3,5,5,Christianity,Colombo,Group D
25,64,2,0,0,5,89,1,1,2,2,2,1,1,4,0,0,0,Female,66,SIM-0162,synthetic_simulation,1,3,1,2,4,5,3,3,1,2,4,4,4,2,4,5,Islam,Galle,Group D
27,86,2,2,0,7,72,1,1,1,2,0,1,2,4,0,1,0,Non-binary,69,SIM-0163,synthetic_simulation,5,1,1,4,3,2,2,1,5,3,1,1,3,5,3,2,Christianity,Kandy,Group A
15,77,2,2,1,8,94,1,1,0,0,0,1,2,3,0,0,1,Female,66,SIM-0164,synthetic_simulation,1,3,3,2,5,1,4,1,1,4,4,1,4,5,3,1,Other,Negombo,Group B
26,76,2,0,1,6,52,2,1,4,0,1,1,1,3,0,1,2,Female,69,SIM-0165,synthetic_simulation,3,3,5,3,5,4,2,3,5,1,1,2,1,4,4,2,Islam,Jaffna,Group A
22,87,0,1,1,7,68,2,0,0,1,2,1,1,2,0,1,2,Non-binary,67,SIM-0166,synthetic_simulation,2,2,1,1,4,4,2,2,3,3,2,2,4,5,1,2,Buddhism,Kandy,Group C
25,63,0,2,1,6,71,2,1,1,2,1,0,2,3,0,1,2,Female,66,SIM-0167,synthetic_simulation,4,5,1,5,5,3,1,1,1,3,3,2,1,2,4,5,Christianity,Colombo,Group A
31,84,2,2,1,9,87,2,1,2,1,2,0,1,3,0,0,0,Female,71,SIM-0168,synthetic_simulation,3,4,2,4,5,4,3,1,4,5,3,1,2,4,3,3,Other,Kandy,Group A
19,91,0,1,0,6,59,2,1,5,2,0,1,1,4,0,0,1,Female,70,SIM-0169,synthetic_simulation,1,4,1,5,1,4,1,2,1,3,2,5,4,4,4,5,Hinduism,Colombo,Group C
15,93,0,2,0,6,64,2,1,2,2,0,1,2,4,0,2,2,Male,71,SIM-0170,synthetic_simulation,4,4,5,1,5,2,5,1,2,5,4,5,3,2,3,5,Islam,Colombo,Group A
15,67,2,2,1,7,86,0,1,1,0,2,0,2,3,0,2,2,Female,66,SIM-0171,synthetic_simulation,1,1,2,3,5,1,1,4,1,3,5,2,5,3,1,5,Islam,Colombo,Group C
15,96,2,2,0,7,54,0,0,3,2,0,1,0,2,0,1,2,Female,67,SIM-0172,synthetic_simulation,1,4,4,3,4,5,4,3,3,4,5,5,3,1,5,5,Islam,Jaffna,Group A
20,86,0,1,0,8,60,2,1,1,2,2,1,1,4,1,0,0,Female,66,SIM-0173,synthetic_simulation,2,4,4,3,4,2,4,1,3,3,2,2,5,5,2,1,Buddhism,Colombo,Group A
22,95,2,0,0,9,88,1,1,0,1,0,1,2,2,0,2,2,Non-binary,72,SIM-0174,synthetic_simulation,4,2,2,3,2,5,4,1,2,4,1,3,3,3,1,4,Buddhism,Jaffna,Group D
22,79,2,2,0,9,94,2,1,1,2,2,1,2,3,0,1,2,Non-binary,68,SIM-0175,synthetic_simulation,4,3,2,4,5,2,5,2,5,2,3,5,4,1,5,2,Hinduism,Kandy,Group A
25,82,2,2,0,6,86,2,0,3,1,0,1,2,3,0,1,2,Non-binary,69,SIM-0176,synthetic_simulation,2,4,2,4,5,2,2,1,2,3,4,1,2,2,4,2,Islam,Kandy,Group C
20,97,2,2,1,7,76,1,1,2,1,1,0,2,3,0,2,2,Non-binary,71,SIM-0177,synthetic_simulation,3,5,3,2,5,4,4,2,5,3,5,4,4,5,3,3,Other,Jaffna,Group B
29,96,2,2,1,9,55,1,0,0,2,2,1,1,2,0,2,0,Male,70,SIM-0178,synthetic_simulation,1,4,5,2,1,5,1,3,3,2,3,1,1,3,1,1,Buddhism,Kandy,Group B
18,78,2,2,0,9,91,0,1,2,0,1,1,1,4,0,0,0,Non-binary,67,SIM-0179,synthetic_simulation,5,1,5,1,5,2,2,4,3,5,2,1,2,1,4,3,Buddhism,Galle,Group C
36,71,2,2,1,6,56,2,1,2,0,2,1,2,2,0,1,0,Non-binary,69,SIM-0180,synthetic_simulation,1,1,4,2,1,4,1,5,5,4,3,4,4,2,5,2,Hinduism,Kandy,Group C
24,76,1,0,0,8,69,1,1,2,2,2,1,1,1,0,1,1,Female,65,SIM-0181,synthetic_simulation,1,1,4,1,2,3,1,3,1,2,5,2,2,4,2,3,Other,Galle,Group D
15,76,0,0,0,8,53,2,1,1,1,2,1,1,4,0,0,2,Female,65,SIM-0182,synthetic_simulation,3,4,4,1,3,5,4,1,1,2,4,5,1,4,1,5,Christianity,Kandy,Group A
14,71,2,2,1,8,85,1,1,2,2,0,1,1,4,0,1,2,Non-binary,64,SIM-0183,synthetic_simulation,1,2,1,1,5,2,1,4,2,1,1,1,5,4,2,5,Buddhism,Kandy,Group C
23,71,1,1,1,9,75,1,1,1,1,2,1,0,2,0,0,2,Non-binary,63,SIM-0184,synthetic_simulation,2,5,4,3,4,3,5,5,3,2,1,5,2,2,4,2,Other,Colombo,Group C
19,94,1,2,1,5,95,2,1,3,1,1,1,2,2,0,1,1,Female,69,SIM-0185,synthetic_simulation,2,4,2,5,4,4,2,5,1,5,3,4,2,1,5,3,Christianity,Galle,Group A
24,63,2,1,1,6,57,2,1,1,1,0,0,1,5,0,0,2,Non-binary,64,SIM-0186,synthetic_simulation,4,2,4,5,5,2,4,1,3,5,1,4,1,2,1,5,Buddhism,Jaffna,Group B
23,87,0,0,1,8,91,0,1,0,0,2,0,2,3,0,1,1,Male,72,SIM-0187,synthetic_simulation,5,2,2,4,1,4,4,5,2,5,5,5,4,4,5,1,Buddhism,Colombo,Group A
20,67,1,2,1,7,76,2,1,0,2,2,1,1,4,0,1,2,Female,63,SIM-0188,synthetic_simulation,1,4,3,1,4,4,1,5,4,4,4,5,5,2,3,1,Other,Galle,Group A
15,74,1,0,1,4,68,1,1,3,1,2,1,2,3,0,1,2,Non-binary,64,SIM-0189,synthetic_simulation,1,4,1,3,4,4,1,3,3,4,1,4,2,5,5,2,Buddhism,Colombo,Group B
11,62,2,0,1,5,82,2,1,3,0,2,0,1,4,0,0,1,Female,64,SIM-0190,synthetic_simulation,3,2,1,2,2,5,3,3,4,3,1,2,2,1,5,4,Christianity,Negombo,Group B
17,71,2,2,1,8,90,2,1,5,2,2,1,2,1,0,2,0,Non-binary,67,SIM-0191,synthetic_simulation,2,2,5,2,2,3,3,5,3,2,2,5,2,5,5,4,Buddhism,Colombo,Group A
25,91,2,2,0,8,72,1,1,2,2,0,1,2,0,0,2,2,Male,71,SIM-0192,synthetic_simulation,5,2,3,4,2,3,4,2,5,5,1,3,2,4,1,3,Islam,Jaffna,Group C
21,95,2,2,0,5,62,0,1,1,2,1,1,2,4,0,1,2,Male,70,SIM-0193,synthetic_simulation,4,4,2,4,4,1,4,1,4,2,1,3,1,1,1,2,Christianity,Negombo,Group C
13,69,2,1,1,9,96,1,1,0,0,2,0,1,4,0,1,0,Male,61,SIM-0194,synthetic_simulation,2,2,3,1,4,2,1,2,5,3,5,5,2,5,1,2,Other,Jaffna,Group D
21,79,2,0,1,7,66,1,1,2,1,2,1,0,4,0,0,1,Female,67,SIM-0195,synthetic_simulation,4,1,1,1,5,4,5,2,5,3,1,1,5,2,2,5,Other,Jaffna,Group B
22,79,0,2,0,5,100,2,1,4,0,0,1,0,3,0,0,2,Non-binary,72,SIM-0196,synthetic_simulation,3,4,2,2,5,2,5,5,2,5,2,4,1,3,4,5,Buddhism,Galle,Group A
15,95,1,1,1,6,88,1,1,1,1,2,1,0,5,0,1,2,Female,66,SIM-0197,synthetic_simulation,3,1,3,2,1,3,1,1,2,2,2,2,2,2,4,1,Christianity,Kandy,Group C
21,91,2,0,1,5,84,2,1,1,0,1,1,1,2,0,1,2,Female,70,SIM-0198,synthetic_simulation,1,3,1,2,4,3,3,2,1,3,2,3,5,4,5,1,Other,Colombo,Group A
20,81,0,2,1,6,51,0,0,3,2,2,1,1,4,1,1,2,Female,67,SIM-0199,synthetic_simulation,5,4,2,2,5,4,3,3,4,1,1,3,3,3,2,2,Islam,Jaffna,Group B
13,87,0,1,1,4,72,2,1,2,2,0,1,1,3,0,1,1,Male,67,SIM-0200,synthetic_simulation,4,3,2,5,5,5,5,3,1,4,3,1,3,1,4,5,Hinduism,Negombo,Group A
22,94,1,2,1,7,75,0,1,2,0,2,1,1,2,0,0,2,Male,71,SIM-0201,synthetic_simulation,2,2,1,1,2,4,4,1,4,2,3,5,5,3,1,5,Islam,Galle,Group B
23,60,0,2,1,8,69,2,1,1,1,2,0,2,4,0,0,2,Non-binary,66,SIM-0202,synthetic_simulation,3,2,2,1,2,4,1,2,2,5,5,1,2,1,3,2,Islam,Colombo,Group D
26,76,2,2,1,5,57,2,1,1,2,2,1,2,4,0,1,2,Male,68,SIM-0203,synthetic_simulation,1,5,1,2,2,1,4,4,2,3,3,2,2,5,3,1,Christianity,Colombo,Group D
26,96,2,2,1,7,68,2,1,3,0,2,0,2,3,0,0,2,Non-binary,74,SIM-0204,synthetic_simulation,1,2,4,3,3,5,3,4,2,3,5,5,1,5,4,5,Buddhism,Galle,Group B
12,90,2,1,1,6,54,2,0,1,0,2,1,1,3,0,1,2,Non-binary,64,SIM-0205,synthetic_simulation,4,3,4,2,5,2,5,1,4,3,5,3,2,5,2,4,Other,Colombo,Group D
14,82,2,2,0,8,65,2,1,1,1,2,0,2,3,0,0,2,Male,65,SIM-0206,synthetic_simulation,3,2,2,4,2,5,4,1,2,4,2,3,1,5,4,3,Buddhism,Kandy,Group C
23,81,1,2,1,4,54,2,1,1,1,2,1,1,3,0,0,2,Male,66,SIM-0207,synthetic_simulation,5,4,2,3,2,4,3,4,1,2,4,4,2,5,1,1,Christianity,Kandy,Group B
23,74,2,0,1,8,88,1,1,0,2,0,1,0,3,1,1,2,Male,66,SIM-0208,synthetic_simulation,3,2,1,4,4,4,3,2,5,3,5,2,4,3,2,4,Christianity,Colombo,Group B
23,81,2,1,0,4,84,2,1,2,2,2,1,2,5,0,1,2,Non-binary,68,SIM-0209,synthetic_simulation,4,5,2,3,2,4,3,2,4,4,1,3,4,1,3,2,Other,Colombo,Group C
43,86,0,2,1,7,97,2,1,2,2,0,1,2,1,0,1,2,Female,78,SIM-0210,synthetic_simulation,4,2,5,4,4,4,4,5,5,1,2,1,5,5,5,2,Islam,Galle,Group C
23,77,2,0,1,6,69,1,1,1,2,2,0,2,2,0,1,1,Non-binary,67,SIM-0211,synthetic_simulation,3,3,4,2,1,4,2,1,1,2,1,3,4,5,1,3,Christianity,Negombo,Group B
27,89,2,0,1,6,89,2,1,3,2,2,0,2,3,0,1,2,Non-binary,74,SIM-0212,synthetic_simulation,4,3,2,2,2,5,5,2,3,5,1,1,3,1,2,5,Other,Jaffna,Group D
26,94,2,0,0,5,79,0,1,1,1,0,1,2,2,0,2,2,Female,74,SIM-0213,synthetic_simulation,3,2,2,3,4,4,3,4,2,2,3,1,3,3,5,4,Islam,Jaffna,Group C
24,66,2,1,0,9,82,1,1,1,2,2,1,1,2,1,1,2,Non-binary,62,SIM-0214,synthetic_simulation,2,3,3,4,2,3,4,4,1,3,1,5,1,5,1,5,Hinduism,Negombo,Group A
18,78,0,2,1,5,77,2,0,2,2,2,1,1,4,0,1,0,Non-binary,66,SIM-0215,synthetic_simulation,3,3,2,5,1,3,1,3,3,5,5,5,3,3,3,4,Hinduism,Colombo,Group A
25,76,2,2,1,5,89,0,1,3,2,0,1,1,3,0,1,0,Male,69,SIM-0216,synthetic_simulation,3,5,5,3,2,1,5,2,4,2,1,3,2,5,2,2,Christianity,Jaffna,Group B
15,87,2,0,1,10,52,2,1,2,1,0,0,2,3,0,0,2,Male,68,SIM-0217,synthetic_simulation,4,4,4,3,4,2,1,5,1,5,1,3,1,3,4,2,Other,Kandy,Group C
19,70,2,1,0,7,54,0,1,0,2,2,1,2,2,1,1,1,Female,89,SIM-0218,synthetic_simulation,4,5,3,1,1,3,1,5,4,2,3,1,4,4,2,5,Hinduism,Galle,Group A
17,86,0,1,0,5,55,1,0,2,0,2,0,1,4,0,0,2,Male,66,SIM-0219,synthetic_simulation,1,1,1,3,1,1,4,1,5,1,1,5,4,5,2,5,Buddhism,Negombo,Group C
20,95,1,2,1,7,64,1,0,2,2,0,1,1,3,0,1,2,Male,68,SIM-0220,synthetic_simulation,1,5,1,5,1,5,2,3,5,1,5,3,3,5,1,4,Buddhism,Jaffna,Group A
34,77,2,1,1,7,80,1,1,0,2,2,1,2,3,0,1,2,Male,69,SIM-0221,synthetic_simulation,2,2,4,2,3,2,4,4,4,1,5,5,3,2,4,3,Other,Negombo,Group A
9,96,2,2,1,4,82,0,0,0,1,2,1,2,4,0,0,2,Female,67,SIM-0222,synthetic_simulation,1,4,1,4,4,4,4,4,5,2,1,2,2,2,3,2,Buddhism,Colombo,Group B
24,100,0,0,1,6,86,1,1,2,2,2,0,2,5,0,1,2,Female,75,SIM-0223,synthetic_simulation,3,2,5,1,3,4,5,1,5,5,5,1,4,3,5,4,Christianity,Jaffna,Group C
10,64,2,0,0,7,64,0,1,0,2,2,1,2,4,1,1,1,Male,60,SIM-0224,synthetic_simulation,4,1,2,4,1,5,4,5,2,1,5,5,3,2,3,1,Hinduism,Negombo,Group C
17,69,0,2,1,9,83,2,1,2,2,0,0,2,4,1,0,1,Non-binary,66,SIM-0225,synthetic_simulation,1,4,4,2,3,2,5,5,4,4,3,3,4,3,4,5,Hinduism,Jaffna,Group B
27,98,1,0,1,7,56,1,1,1,0,2,0,2,3,0,0,2,Female,73,SIM-0226,synthetic_simulation,1,3,3,3,2,3,3,4,4,4,2,1,4,5,5,2,Other,Jaffna,Group C
20,98,2,1,0,7,50,1,1,1,2,0,0,1,2,0,1,2,Female,68,SIM-0227,synthetic_simulation,2,5,2,5,3,2,5,1,3,1,2,4,3,5,2,3,Islam,Jaffna,Group C
14,64,2,2,1,6,85,2,1,0,2,2,1,1,3,0,1,2,Non-binary,62,SIM-0228,synthetic_simulation,2,2,1,1,5,1,4,2,2,1,4,1,4,4,5,3,Hinduism,Negombo,Group A
16,61,2,2,0,9,86,1,1,2,1,0,1,2,2,0,1,2,Non-binary,62,SIM-0229,synthetic_simulation,3,1,1,5,1,5,3,3,1,3,2,2,3,4,2,1,Islam,Galle,Group A
24,66,0,1,1,8,81,0,1,1,2,2,1,1,4,0,1,0,Male,65,SIM-0230,synthetic_simulation,4,3,3,5,1,3,3,5,2,4,1,1,5,2,4,5,Islam,Galle,Group C
16,100,0,1,1,8,63,0,1,2,1,2,1,0,3,0,1,1,Non-binary,69,SIM-0231,synthetic_simulation,2,5,5,5,4,2,2,5,1,4,5,5,3,5,3,5,Other,Negombo,Group C
21,67,2,2,0,7,96,1,1,3,1,2,1,1,2,0,1,0,Non-binary,64,SIM-0232,synthetic_simulation,1,3,3,5,2,2,4,5,4,1,2,5,4,3,1,4,Islam,Kandy,Group C
20,80,2,0,0,5,94,2,1,0,1,1,0,2,4,1,2,1,Non-binary,67,SIM-0233,synthetic_simulation,4,5,4,2,4,3,1,2,2,3,3,3,5,2,5,1,Islam,Colombo,Group A
16,94,0,0,1,9,76,2,1,0,1,0,1,1,2,0,1,2,Male,70,SIM-0234,synthetic_simulation,4,4,3,5,3,1,4,2,3,5,4,3,4,4,1,3,Other,Negombo,Group A
33,61,2,2,0,7,99,0,1,2,2,0,1,1,3,0,0,2,Male,70,SIM-0235,synthetic_simulation,1,3,1,5,5,1,1,3,5,3,1,1,4,1,1,3,Other,Kandy,Group A
24,84,0,1,0,7,65,1,1,3,2,0,1,2,3,0,1,2,Male,69,SIM-0236,synthetic_simulation,2,3,5,2,5,2,2,5,1,3,2,1,5,3,5,1,Other,Negombo,Group B
8,71,0,1,0,8,75,2,1,0,2,0,1,2,3,0,1,2,Male,61,SIM-0237,synthetic_simulation,1,3,5,4,5,4,4,4,5,4,5,1,2,1,1,1,Other,Colombo,Group D
21,94,2,2,0,7,96,1,1,0,2,2,0,1,2,1,2,1,Female,69,SIM-0238,synthetic_simulation,4,4,3,2,5,3,2,5,4,1,3,5,5,2,1,3,Other,Negombo,Group B
16,71,0,2,1,5,73,2,1,1,2,2,1,1,0,1,1,2,Male,63,SIM-0239,synthetic_simulation,5,1,4,3,2,1,1,3,4,1,2,5,4,2,1,1,Buddhism,Jaffna,Group C
25,87,2,1,1,7,74,1,1,0,2,0,1,1,4,1,1,2,Male,67,SIM-0240,synthetic_simulation,5,5,1,2,3,1,5,3,4,1,5,4,4,1,3,1,Christianity,Negombo,Group D
15,87,1,2,0,4,54,2,1,1,2,2,1,1,6,0,1,1,Non-binary,65,SIM-0241,synthetic_simulation,3,3,2,4,5,1,4,4,5,3,2,4,2,2,2,5,Hinduism,Kandy,Group D
19,69,2,2,1,7,61,0,1,3,0,0,1,1,4,0,1,1,Male,66,SIM-0242,synthetic_simulation,1,4,5,3,1,5,3,2,4,3,1,4,5,2,3,1,Other,Negombo,Group C
23,61,1,2,0,9,58,2,1,4,2,2,1,1,2,0,1,2,Male,63,SIM-0243,synthetic_simulation,1,1,3,3,3,4,3,4,4,2,4,3,3,5,3,3,Islam,Galle,Group D
25,76,2,0,1,4,78,2,1,2,2,2,0,0,3,0,1,1,Non-binary,68,SIM-0244,synthetic_simulation,3,5,4,1,2,1,2,3,5,5,5,5,4,3,2,2,Hinduism,Negombo,Group A
13,72,0,0,0,7,66,2,1,0,1,0,1,1,4,0,2,2,Male,65,SIM-0245,synthetic_simulation,3,4,4,5,5,4,5,4,4,2,4,1,5,4,2,3,Other,Kandy,Group C
18,92,1,2,1,8,54,2,1,1,2,2,1,2,3,0,1,2,Non-binary,67,SIM-0246,synthetic_simulation,3,5,1,3,2,2,3,5,1,5,4,1,1,5,1,5,Buddhism,Negombo,Group B
17,92,1,1,1,8,75,2,1,2,2,0,1,1,3,0,2,2,Female,68,SIM-0247,synthetic_simulation,4,3,5,3,5,2,3,3,2,2,3,4,4,2,3,1,Islam,Galle,Group D
16,78,2,0,0,6,83,2,1,0,1,1,1,1,3,1,0,2,Non-binary,64,SIM-0248,synthetic_simulation,1,1,1,4,1,5,4,2,1,2,5,3,3,4,5,3,Buddhism,Negombo,Group D
31,84,2,2,0,5,87,0,1,0,2,2,0,2,3,0,0,1,Non-binary,71,SIM-0249,synthetic_simulation,4,4,2,3,3,4,3,2,4,2,3,3,4,2,5,4,Christianity,Colombo,Group D
22,84,2,2,1,6,92,1,1,0,2,2,1,1,5,0,1,2,Female,69,SIM-0250,synthetic_simulation,3,1,2,4,1,3,1,4,4,2,4,4,5,3,1,2,Christianity,Galle,Group D
12,93,2,2,1,9,74,1,1,1,2,2,1,1,3,0,2,1,Non-binary,67,SIM-0251,synthetic_simulation,1,3,2,5,5,5,2,4,4,3,1,1,2,2,3,3,Other,Colombo,Group B
26,77,1,2,0,4,70,1,1,2,0,1,1,1,3,1,0,1,Non-binary,65,SIM-0252,synthetic_simulation,4,1,4,1,4,1,3,4,4,5,1,3,1,1,1,1,Christianity,Galle,Group C
33,71,1,2,0,5,84,2,1,1,2,2,1,2,2,0,1,2,Female,68,SIM-0253,synthetic_simulation,4,1,5,1,3,2,4,5,5,2,2,2,3,1,3,5,Other,Kandy,Group D
26,71,0,2,1,6,51,1,0,1,0,2,0,2,3,0,2,1,Non-binary,67,SIM-0254,synthetic_simulation,3,2,1,5,2,2,1,2,2,2,2,4,4,1,1,2,Other,Negombo,Group A
11,81,2,2,1,6,82,0,1,3,2,0,1,1,4,0,1,2,Female,67,SIM-0255,synthetic_simulation,1,1,1,5,5,3,3,3,5,1,5,1,3,1,2,4,Christianity,Negombo,Group C
17,78,2,0,1,7,70,2,0,2,1,0,1,2,3,0,1,2,Female,66,SIM-0256,synthetic_simulation,3,5,2,2,1,5,2,3,5,3,1,2,2,4,5,4,Christianity,Colombo,Group D
28,78,0,2,0,9,73,0,1,2,2,2,1,1,4,0,0,1,Female,70,SIM-0257,synthetic_simulation,1,4,5,3,4,4,2,2,4,4,4,5,1,1,1,1,Buddhism,Galle,Group B
16,64,0,1,1,5,65,2,1,3,2,0,0,2,4,0,2,1,Male,65,SIM-0258,synthetic_simulation,5,2,5,3,5,2,2,4,1,1,1,1,3,2,3,4,Buddhism,Kandy,Group D
23,89,1,1,1,7,56,1,1,4,2,1,0,2,4,0,2,2,Female,69,SIM-0259,synthetic_simulation,2,4,3,3,2,1,3,1,1,4,5,2,5,5,5,2,Buddhism,Galle,Group C
