project_id,team_id,total_commits,weekly_commits,inactive_days,overdue_tasks,bug_count,high_priority_bugs,task_completion_rate,code_quality_score,collaboration_score,overall_ci_score,progress_percentage,delay_count,risk_status
P1310,T019,326,12,21,13,13,8,52,32,53,97,69,10,High Risk
MR0401,T061,208,23,7,4,14,4,75,70,74,53,74,2,Medium Risk
P0545,T077,284,21,11,5,27,7,92,96,26,81,52,7,High Risk
P1861,T086,230,30,20,5,8,6,77,36,48,40,61,9,High Risk
LR0709,T084,437,26,2,0,1,1,100,98,93,82,98,1,Low Risk
MR0932,T047,161,25,6,3,7,2,67,75,58,72,85,1,Medium Risk
P1729,T018,377,1,21,3,34,4,79,98,79,91,75,1,Medium Risk
LR0346,T096,410,54,0,1,0,1,88,86,86,98,90,0,Low Risk
P0839,T083,252,29,25,10,13,1,47,48,47,55,71,8,High Risk
P0171,T003,472,36,1,4,9,7,46,63,42,26,11,0,Medium Risk
LR0025,T055,462,51,0,1,7,0,94,95,90,90,81,0,Low Risk
MR0847,T064,129,25,10,5,9,3,80,79,51,75,67,2,Medium Risk
MR0585,T098,230,13,9,3,12,1,56,72,77,61,71,1,Medium Risk
P1551,T034,263,51,0,9,18,3,49,88,67,91,59,7,Medium Risk
P1589,T066,300,53,11,8,11,4,64,50,71,42,58,7,High Risk
LR0764,T038,332,41,0,0,3,1,91,98,94,89,80,0,Low Risk
P0189,T016,383,15,5,3,38,6,91,69,74,21,57,10,High Risk
P0013,T004,112,8,9,9,25,7,97,55,40,99,95,6,High Risk
MR0839,T082,241,9,7,4,18,3,56,62,54,56,77,3,Medium Risk
P0323,T073,268,8,21,11,5,1,63,89,31,44,31,10,High Risk
P0986,T093,483,45,15,3,21,10,25,59,20,22,23,7,High Risk
MR0630,T006,161,24,10,3,12,1,62,67,57,71,61,4,Medium Risk
P0433,T066,17,23,23,12,6,8,70,31,25,69,29,2,High Risk
P1092,T062,265,26,2,5,36,10,44,89,94,74,20,0,Medium Risk
LR0895,T069,206,57,1,1,6,1,89,98,83,81,82,0,Low Risk
LR0837,T077,213,42,2,0,2,1,95,95,94,82,93,0,Low Risk
LR0892,T082,468,35,0,0,6,0,86,98,97,93,84,1,Low Risk
LR0239,T066,453,51,3,1,3,1,85,87,82,98,96,0,Low Risk
MR0124,T014,85,19,9,5,8,1,68,68,72,64,53,2,Medium Risk
MR0685,T071,236,10,9,4,8,1,78,59,78,76,59,3,Medium Risk
P1806,T074,16,55,16,0,30,7,93,53,70,84,99,9,High Risk
P1316,T007,418,56,11,13,14,1,65,77,65,94,56,1,High Risk
LR0958,T035,470,30,0,1,8,0,89,91,87,82,91,1,Low Risk
P1097,T014,68,16,15,9,22,1,42,55,64,83,20,6,High Risk
P1946,T065,245,27,14,0,21,9,99,37,74,35,86,8,High Risk
P1033,T044,184,1,23,12,34,3,45,63,91,85,60,7,High Risk
P1019,T018,442,34,9,9,32,9,89,42,97,84,66,6,High Risk
P0239,T001,235,16,21,11,2,2,97,68,70,20,94,0,High Risk
P0175,T065,428,19,5,15,23,4,55,50,66,43,21,10,High Risk
LR0241,T067,495,42,1,1,7,1,93,96,81,91,95,1,Low Risk
LR0568,T079,259,47,0,1,0,1,100,97,97,96,82,0,Low Risk
P0819,T058,116,46,5,1,3,10,90,54,76,65,32,3,Medium Risk
P0991,T083,435,31,9,13,29,0,44,61,92,55,89,9,High Risk
P1917,T052,57,13,11,3,3,8,52,68,32,64,11,10,High Risk
P1114,T059,166,8,22,1,16,5,26,45,95,88,45,2,High Risk
P1379,T081,428,53,10,10,38,2,59,36,25,95,36,8,High Risk
P1427,T036,450,23,3,3,3,10,53,97,25,33,78,5,High Risk
P0411,T011,140,7,5,2,6,4,30,78,47,37,74,6,Medium Risk
P1139,T075,244,55,7,3,38,0,59,57,64,81,35,0,Low Risk
P0818,T071,397,57,0,3,34,9,21,83,88,20,24,2,Medium Risk
LR0963,T013,222,48,3,1,2,0,89,100,93,96,91,0,Low Risk
P1733,T063,500,11,11,13,37,10,81,43,93,66,37,9,High Risk
LR0349,T064,477,27,3,1,0,1,87,99,88,100,82,0,Low Risk
P1451,T027,463,26,4,6,21,7,41,57,25,58,79,5,High Risk
P0228,T059,82,21,10,10,17,7,85,38,43,86,19,6,High Risk
LR0701,T078,499,50,2,0,7,1,93,84,99,96,87,0,Low Risk
P1581,T080,397,27,4,14,14,6,43,57,20,65,98,1,High Risk
P1162,T036,170,8,24,10,23,9,93,77,43,91,13,4,High Risk
P0352,T051,219,45,13,3,8,8,90,77,23,94,90,4,Medium Risk
P1394,T078,471,51,15,10,11,0,86,30,54,81,89,3,Medium Risk
P1264,T075,363,15,18,3,16,7,47,93,77,73,34,10,High Risk
P1238,T087,233,11,16,8,9,10,57,98,77,51,36,0,High Risk
P1201,T090,280,35,3,14,35,8,84,39,58,41,86,4,High Risk
LR0179,T050,420,28,2,0,6,1,98,90,81,92,97,0,Low Risk
LR0467,T007,331,60,2,1,4,0,99,82,83,83,87,1,Low Risk
LR0011,T007,297,48,0,0,2,0,95,84,81,88,81,0,Low Risk
P1378,T024,56,57,10,13,39,4,35,85,81,72,85,7,High Risk
P0070,T006,103,26,2,4,3,8,71,58,49,21,84,7,High Risk
MR0598,T089,115,21,9,4,11,3,80,59,74,77,72,3,Medium Risk
P0046,T016,441,32,14,9,33,3,22,55,39,49,88,5,High Risk
P1069,T099,201,47,9,10,33,3,20,59,69,73,23,10,High Risk
MR0494,T089,142,15,10,2,5,2,64,67,63,64,83,3,Medium Risk
P0184,T034,156,53,24,11,22,0,37,100,75,99,62,1,High Risk
LR0251,T059,312,51,3,0,2,1,88,88,85,97,86,0,Low Risk
P1414,T024,406,16,16,2,24,2,60,91,52,57,91,2,Medium Risk
P1587,T051,19,8,0,9,16,10,77,30,64,52,39,0,High Risk
P1271,T020,245,43,2,14,36,5,37,42,43,71,27,10,High Risk
P1415,T075,287,20,16,0,7,6,38,71,43,35,63,3,High Risk
P0140,T089,62,34,5,6,2,2,43,40,54,39,49,9,High Risk
MR0354,T066,98,14,4,4,13,4,73,66,61,61,82,4,Medium Risk
MR0212,T020,210,20,10,5,20,3,76,77,64,71,64,1,Medium Risk
P0310,T046,349,12,12,0,17,1,34,40,31,63,61,5,Medium Risk
P0267,T085,159,3,24,1,15,8,27,97,99,79,61,7,High Risk
MR0151,T030,184,9,10,4,5,1,59,73,60,74,82,4,Medium Risk
LR0169,T090,405,21,2,0,3,1,90,98,87,95,87,0,Low Risk
MR0208,T057,148,10,5,3,7,1,75,72,70,57,69,3,Medium Risk
P0064,T081,438,45,2,12,31,5,58,78,60,28,39,4,High Risk
LR0572,T004,345,31,2,1,0,0,92,80,92,87,90,0,Low Risk
P1992,T075,455,41,12,14,37,9,38,94,64,22,37,3,High Risk
P1579,T071,482,18,6,0,10,8,86,67,58,70,21,1,Low Risk
LR0683,T064,306,44,2,1,5,1,90,89,97,82,80,1,Low Risk
P0145,T020,419,12,13,7,12,5,95,85,21,48,96,1,Medium Risk
MR0457,T097,123,25,5,3,14,3,76,78,56,74,67,4,Medium Risk
MR0402,T047,201,17,5,5,5,2,80,79,54,70,58,3,Medium Risk
MR0993,T077,233,10,8,4,13,1,79,68,60,55,54,1,Medium Risk
P1406,T007,439,16,18,13,14,1,73,82,78,64,37,6,High Risk
MR0667,T041,90,18,8,2,18,2,80,58,69,54,64,1,Medium Risk
LR0580,T004,471,28,3,1,8,1,91,90,97,85,80,0,Low Risk
P0777,T070,142,42,2,13,9,6,96,73,22,79,57,1,Medium Risk
LR0172,T095,437,41,1,1,3,1,89,100,82,93,81,1,Low Risk
MR0025,T008,199,18,6,4,10,4,73,72,62,68,64,3,Medium Risk
P1965,T033,234,1,15,1,31,1,24,93,69,94,53,5,Medium Risk
P0970,T098,49,29,2,2,29,2,90,87,96,21,60,5,Low Risk
LR0282,T088,288,26,1,0,8,0,86,82,100,80,95,0,Low Risk
P0252,T088,18,47,22,12,35,1,37,88,61,26,13,2,High Risk
MR0615,T028,250,19,6,2,5,1,63,77,71,74,58,3,Medium Risk
P0865,T093,366,17,8,4,21,10,88,97,55,66,64,0,Medium Risk
P0810,T038,493,1,7,0,40,10,31,83,33,25,82,6,High Risk
P1599,T093,243,5,7,2,23,4,75,30,33,32,73,10,High Risk
LR0593,T069,415,30,0,0,0,1,90,89,97,84,93,0,Low Risk
MR0493,T091,249,10,5,5,16,2,55,62,68,78,85,4,Medium Risk
P1299,T091,65,17,1,2,29,1,80,57,89,47,53,8,Low Risk
MR0871,T049,187,13,7,2,7,2,73,68,72,71,74,3,Medium Risk
P0280,T099,408,29,4,0,4,1,71,90,61,79,17,8,Low Risk
P1462,T034,309,40,9,7,13,1,65,58,54,68,11,4,Medium Risk
P1423,T046,238,2,23,14,19,6,47,97,72,67,84,0,High Risk
MR0284,T004,128,9,4,3,11,3,65,71,76,70,52,2,Medium Risk
P1573,T035,237,18,4,7,28,3,64,94,74,36,15,7,High Risk
P0359,T014,379,2,23,3,26,5,57,48,68,98,18,0,Medium Risk
MR0928,T021,156,20,6,2,20,3,55,77,72,50,64,3,Medium Risk
P0300,T021,224,15,20,11,40,9,25,40,97,46,28,3,High Risk
P1076,T026,49,17,15,6,13,9,62,69,91,80,90,9,High Risk
P1030,T054,163,33,2,14,0,7,29,54,41,42,56,6,High Risk
P0535,T034,17,52,22,5,2,4,54,83,85,42,16,7,High Risk
MR0318,T028,197,10,10,5,20,3,72,64,70,79,85,3,Medium Risk
MR0253,T074,185,22,7,2,20,4,64,63,80,66,63,1,Medium Risk
P1771,T013,104,59,13,15,32,10,89,37,91,32,99,5,High Risk
LR0919,T072,289,22,0,1,7,0,85,85,95,83,83,1,Low Risk
P0416,T012,94,22,0,4,8,4,74,71,56,37,76,6,Medium Risk
P0840,T042,73,25,14,9,24,4,95,89,70,36,43,8,High Risk
LR0628,T027,237,37,3,1,5,1,96,94,85,89,81,0,Low Risk
MR0805,T095,208,23,10,4,6,2,78,57,77,59,69,2,Medium Risk
P1043,T032,419,57,17,9,10,8,95,78,26,28,93,9,High Risk
P1498,T072,253,33,12,1,0,4,49,96,65,33,35,1,Medium Risk
P1399,T018,296,12,1,11,36,9,95,30,22,83,46,5,High Risk
P0309,T076,388,53,15,3,26,6,23,74,43,22,81,1,High Risk
P1533,T028,454,6,3,3,36,3,81,80,86,72,88,7,Medium Risk
LR0488,T044,407,23,0,0,5,0,100,99,85,87,100,1,Low Risk
MR0285,T030,222,20,5,4,19,4,79,73,61,57,78,2,Medium Risk
LR0619,T054,223,41,3,0,2,1,88,84,93,87,80,1,Low Risk
P1074,T026,21,22,0,3,37,6,62,92,90,41,29,3,Medium Risk
MR0300,T063,81,13,10,5,16,1,60,74,78,69,54,4,Medium Risk
MR0053,T095,104,23,4,5,9,2,68,71,71,65,68,4,Medium Risk
MR0518,T026,102,24,5,2,6,3,63,80,70,56,64,3,Medium Risk
P0762,T004,116,4,1,15,25,9,58,38,35,45,67,1,High Risk
LR0772,T086,250,42,0,0,7,0,91,97,87,92,94,1,Low Risk
P1111,T035,86,15,2,11,4,6,61,76,45,69,76,2,High Risk
P1877,T007,477,8,8,15,8,5,51,78,78,20,45,10,High Risk
LR0054,T082,495,22,3,1,6,0,99,80,80,85,81,0,Low Risk
P0059,T084,28,4,5,15,26,9,95,39,98,94,39,10,High Risk
P0077,T061,134,14,8,5,40,0,59,69,62,70,74,5,Medium Risk
P0369,T002,381,8,9,13,21,9,23,55,94,23,71,8,High Risk
LR0430,T031,312,45,3,0,7,1,92,88,88,89,93,0,Low Risk
MR0201,T088,211,11,7,3,15,1,71,72,77,68,61,3,Medium Risk
P0734,T094,73,38,18,15,35,9,83,35,25,92,15,5,High Risk
MR0830,T095,202,24,10,5,14,4,73,55,72,51,80,2,Medium Risk
LR0320,T053,281,52,2,0,5,0,100,85,86,100,88,0,Low Risk
LR0385,T079,424,41,2,1,4,1,90,81,88,86,86,1,Low Risk
LR0731,T020,331,58,1,1,4,0,87,91,81,97,92,1,Low Risk
P1840,T073,392,32,12,6,27,6,27,43,38,20,15,10,High Risk
LR0665,T030,451,48,0,1,0,1,94,91,96,90,82,0,Low Risk
P0125,T025,21,57,6,15,18,4,55,48,88,98,91,9,High Risk
MR0473,T036,227,22,10,3,5,2,77,60,67,64,77,4,Medium Risk
MR0732,T003,151,19,7,5,10,1,76,69,58,61,65,3,Medium Risk
LR0257,T092,379,24,0,0,0,1,92,89,81,95,81,0,Low Risk
LR0314,T018,429,54,0,1,3,0,92,87,86,88,99,0,Low Risk
P0430,T036,198,17,6,7,37,5,33,85,33,52,27,3,High Risk
P1974,T067,224,44,10,3,9,5,85,96,92,67,50,10,High Risk
MR0954,T007,104,19,4,2,9,1,56,69,54,67,53,2,Medium Risk
P0817,T038,365,2,20,12,22,6,27,97,54,96,41,7,High Risk
LR0717,T021,315,25,0,1,1,0,87,81,82,81,81,1,Low Risk
MR0056,T034,82,17,6,4,20,2,59,66,53,73,63,2,Medium Risk
P1692,T064,331,40,18,1,1,7,41,83,84,62,84,9,High Risk
P0388,T076,357,3,3,14,37,2,89,49,64,95,34,8,High Risk
P0031,T094,297,4,13,0,15,9,59,55,22,97,48,5,High Risk
P1176,T022,249,57,16,7,13,2,69,93,79,22,86,6,High Risk
P0204,T098,178,44,0,13,2,5,66,60,31,99,44,4,High Risk
P1026,T098,403,39,4,7,37,1,29,63,40,61,47,6,Medium Risk
MR0858,T098,227,12,4,4,13,4,79,57,68,56,85,4,Medium Risk
MR0758,T057,146,17,9,5,16,3,63,71,80,59,80,3,Medium Risk
P0894,T014,174,33,3,8,13,4,56,52,38,87,12,3,Medium Risk
LR0679,T045,239,36,0,1,3,0,100,87,86,98,100,1,Low Risk
LR0667,T096,431,27,0,0,6,0,92,96,92,88,95,1,Low Risk
P0479,T088,360,11,9,5,28,7,47,66,25,30,52,6,High Risk
P1685,T082,125,19,11,0,31,0,46,43,38,84,33,5,Low Risk
P1351,T056,199,53,9,4,18,4,98,49,90,67,71,8,Medium Risk
P0444,T015,197,6,23,8,23,7,100,74,67,56,76,1,High Risk
LR0771,T029,347,24,1,1,4,1,96,98,82,86,85,0,Low Risk
P1339,T012,60,33,25,6,8,6,31,76,66,39,53,4,High Risk
P0193,T013,342,45,21,13,23,10,50,35,81,34,13,1,High Risk
LR0970,T028,216,27,0,1,6,1,85,94,99,87,82,0,Low Risk
P1129,T071,293,29,4,6,29,0,89,81,51,25,52,9,Medium Risk
P0007,T011,117,57,8,15,23,1,32,69,86,83,66,4,High Risk
P0440,T032,109,33,19,6,22,0,91,81,72,88,42,6,High Risk
P0290,T077,39,54,10,14,17,2,68,66,51,78,72,9,High Risk
P1107,T049,72,26,23,1,7,8,24,68,55,63,36,2,High Risk
MR0694,T089,104,13,10,2,16,2,57,78,71,52,63,1,Medium Risk
MR0417,T094,165,17,8,5,12,4,65,80,70,74,51,3,Medium Risk
MR0941,T049,198,11,7,4,9,1,73,71,76,79,57,4,Medium Risk
P1922,T001,170,26,10,8,40,3,41,70,92,97,54,4,High Risk
LR0478,T054,456,31,0,1,4,0,89,87,93,95,93,1,Low Risk
LR0368,T085,492,53,0,1,6,0,98,91,92,92,93,0,Low Risk
P1736,T041,88,41,24,12,37,5,92,79,34,73,51,6,High Risk
LR0685,T066,291,32,2,1,8,1,97,86,100,85,91,1,Low Risk
MR0883,T090,214,8,4,3,13,4,59,59,74,59,56,2,Medium Risk
P0195,T006,12,7,10,11,11,5,84,75,74,20,64,2,High Risk
P0451,T004,96,3,13,1,33,2,36,95,40,70,90,6,Medium Risk
P1594,T096,61,16,25,2,17,0,43,52,59,90,98,10,High Risk
P1106,T044,422,58,7,8,11,10,92,33,69,65,76,7,High Risk
P0030,T037,102,41,15,8,20,9,46,63,45,67,51,3,High Risk
P0786,T007,468,31,4,10,25,6,55,63,24,66,86,6,High Risk
MR0998,T067,91,11,9,2,11,1,57,58,52,74,70,2,Medium Risk
LR0623,T092,488,48,1,1,5,0,94,80,83,100,84,1,Low Risk
LR0908,T069,232,50,0,0,4,0,97,84,90,98,100,1,Low Risk
MR0388,T059,245,16,6,4,18,1,58,72,67,64,50,2,Medium Risk
MR0787,T089,104,14,8,3,14,2,62,62,59,65,71,2,Medium Risk
P0882,T076,291,50,9,9,9,4,27,96,33,76,42,6,High Risk
MR0700,T072,118,23,5,3,7,3,65,80,69,58,81,4,Medium Risk
LR0370,T047,385,47,1,0,3,0,87,91,86,84,89,1,Low Risk
LR0737,T021,246,26,1,1,0,1,92,88,100,81,83,1,Low Risk
MR0595,T036,145,19,8,2,18,2,60,74,55,51,50,2,Medium Risk
P0223,T099,252,23,10,7,7,5,30,51,70,86,23,0,Medium Risk
P1996,T099,112,24,17,14,40,2,28,85,39,79,57,6,High Risk
P1718,T070,240,25,3,15,8,6,71,32,94,55,92,4,High Risk
P0574,T030,41,37,17,1,16,2,86,41,23,48,46,3,Medium Risk
MR0329,T035,130,15,4,5,18,1,76,78,71,73,58,4,Medium Risk
MR0378,T013,98,12,10,2,20,1,55,66,50,64,67,4,Medium Risk
P1538,T099,157,17,9,1,8,7,85,39,68,67,84,7,Medium Risk
P1259,T074,363,48,6,11,0,3,32,37,21,36,26,2,High Risk
LR0755,T013,286,42,3,1,2,1,99,86,86,84,81,0,Low Risk
P1346,T063,156,26,23,2,17,1,53,56,86,39,51,5,High Risk
P0081,T097,34,4,18,13,23,2,74,99,90,73,47,4,High Risk
P0258,T059,499,35,10,13,36,8,76,70,64,21,41,8,High Risk
P0296,T042,438,38,19,1,22,7,97,39,52,89,62,8,High Risk
LR0093,T052,261,41,0,1,5,0,85,86,87,82,82,0,Low Risk
P1035,T069,150,30,23,11,12,2,47,53,25,23,19,9,High Risk
P1546,T022,254,15,13,11,40,8,58,74,34,23,69,8,High Risk
P1841,T080,339,51,8,14,28,4,49,98,86,84,86,7,High Risk
P1741,T008,208,17,0,13,36,4,21,81,58,53,38,6,High Risk
LR0376,T023,235,22,3,1,3,1,97,96,99,99,82,1,Low Risk
P0655,T096,108,31,17,2,14,6,66,75,40,71,99,3,High Risk
LR0777,T055,225,41,0,0,8,1,87,88,89,96,97,1,Low Risk
LR0856,T065,391,36,1,1,1,0,100,83,100,93,98,0,Low Risk
LR0326,T055,242,39,1,1,1,1,85,100,82,91,97,0,Low Risk
MR0183,T057,234,14,6,5,20,3,71,77,75,76,51,2,Medium Risk
MR0568,T033,183,16,5,4,18,3,65,77,79,70,68,2,Medium Risk
MR0571,T084,97,23,6,4,18,4,66,80,50,60,82,3,Medium Risk
LR0813,T053,420,50,2,0,8,0,100,100,89,97,89,0,Low Risk
LR0531,T039,305,20,3,0,4,0,99,97,97,85,82,0,Low Risk
P0656,T042,211,16,8,4,10,8,53,75,92,51,69,2,High Risk
P1910,T014,287,34,10,3,21,1,45,46,31,57,99,6,Medium Risk
P1746,T040,17,24,4,7,37,7,100,71,35,96,73,8,High Risk
LR0416,T097,436,38,3,1,8,0,86,87,100,88,91,1,Low Risk
LR0214,T011,316,60,2,0,0,1,99,100,80,88,93,0,Low Risk
P0412,T029,296,41,10,8,4,2,26,42,65,36,39,0,Medium Risk
P0979,T031,107,9,11,0,32,0,86,65,20,84,94,10,Medium Risk
P1172,T048,230,49,14,13,37,1,76,54,78,84,72,1,High Risk
P1432,T014,354,47,22,7,39,1,54,69,67,90,88,2,High Risk
P1075,T056,115,16,11,6,9,10,23,87,28,76,37,3,High Risk
P1023,T040,216,33,23,3,32,5,49,84,94,49,16,10,High Risk
MR0227,T072,210,10,4,4,12,2,61,65,52,52,66,3,Medium Risk
P0721,T047,400,24,7,0,4,8,66,70,31,52,68,7,High Risk
P0153,T061,169,9,3,3,33,10,38,30,65,81,20,8,High Risk
P0949,T006,207,30,6,9,12,0,80,40,85,75,73,2,Medium Risk
LR0358,T063,316,35,1,1,6,0,86,88,94,94,85,0,Low Risk
P1831,T086,102,43,9,5,6,4,99,33,29,56,84,7,High Risk
P0103,T058,84,59,22,0,14,1,80,44,88,28,12,0,Medium Risk
MR0456,T080,231,10,9,2,19,1,61,59,72,60,63,2,Medium Risk
P0732,T093,42,11,7,9,28,8,73,92,44,72,38,7,High Risk
P0240,T066,63,59,12,7,7,3,70,92,35,42,42,0,Medium Risk
MR0352,T066,129,23,9,3,11,2,73,61,58,57,52,4,Medium Risk
LR0974,T001,472,47,0,0,5,1,91,92,83,99,90,1,Low Risk
P1728,T098,25,51,6,7,17,5,55,65,87,28,31,5,High Risk
LR0094,T058,261,42,1,0,1,1,95,91,81,98,80,1,Low Risk
LR0841,T053,458,51,0,0,0,1,90,92,90,86,93,1,Low Risk
P0858,T076,290,54,4,15,6,4,63,52,74,46,34,4,High Risk
P1158,T041,402,35,4,10,22,5,39,31,85,52,32,3,High Risk
P0863,T005,43,58,14,3,17,4,87,80,36,92,33,2,Medium Risk
LR0520,T025,328,52,3,1,0,0,93,86,96,82,88,1,Low Risk
LR0848,T099,348,56,2,1,4,0,89,94,94,88,87,1,Low Risk
LR0726,T070,300,47,2,0,6,0,85,85,88,82,95,0,Low Risk
MR0793,T050,241,20,9,4,5,1,65,63,57,56,74,2,Medium Risk
P0756,T047,117,13,4,1,14,4,88,100,71,50,39,3,Low Risk
P0333,T066,472,25,16,5,26,1,63,39,58,67,87,0,Medium Risk
P0745,T025,262,20,9,10,23,6,43,94,70,81,56,8,High Risk
MR0289,T087,80,10,5,2,20,2,78,62,66,70,51,3,Medium Risk
LR0644,T082,440,37,0,0,5,1,92,87,98,94,97,0,Low Risk
LR0275,T013,206,35,2,0,8,0,93,83,82,88,84,0,Low Risk
MR0632,T001,123,13,5,4,9,4,64,78,59,67,69,3,Medium Risk
MR0803,T084,159,25,9,4,13,1,58,69,72,73,50,4,Medium Risk
MR0780,T037,95,13,5,5,17,3,75,63,56,52,61,2,Medium Risk
MR0129,T007,106,18,4,4,16,3,67,64,60,53,70,2,Medium Risk
LR0084,T097,376,22,0,0,3,0,93,94,90,93,92,1,Low Risk
LR0703,T052,366,27,2,0,0,0,85,88,80,80,81,1,Low Risk
MR0963,T019,130,17,6,3,11,2,55,74,63,73,72,3,Medium Risk
P0908,T056,363,15,20,10,8,5,70,57,76,81,34,2,High Risk
LR0284,T062,439,54,0,0,3,1,90,96,100,98,100,1,Low Risk
P1164,T016,403,24,3,13,14,7,79,55,27,69,38,5,High Risk
LR0184,T073,386,29,1,1,2,0,100,82,86,84,94,1,Low Risk
MR0723,T094,249,12,5,3,17,2,64,71,59,58,60,3,Medium Risk
LR0212,T068,414,60,0,1,6,1,91,91,100,94,97,0,Low Risk
LR0068,T026,341,56,2,1,6,0,85,96,95,96,84,0,Low Risk
P0555,T044,62,28,17,14,4,6,77,40,27,76,56,1,High Risk
MR0026,T083,214,9,5,5,6,1,58,58,50,75,80,3,Medium Risk
MR0610,T035,228,11,5,2,18,1,78,70,68,73,61,3,Medium Risk
P0832,T092,18,22,3,7,37,4,58,36,22,44,30,5,Medium Risk
MR0432,T003,216,15,5,2,20,2,80,70,66,58,58,1,Medium Risk
MR0202,T052,100,14,10,2,19,1,60,59,71,60,63,2,Medium Risk
LR0091,T100,478,43,1,1,7,0,91,94,87,83,89,1,Low Risk
P1755,T004,59,43,4,15,34,10,91,87,30,58,19,8,High Risk
P0812,T014,285,36,24,9,25,3,36,49,54,70,51,9,High Risk
P0889,T054,495,14,9,12,5,1,92,43,93,51,100,8,High Risk
LR0464,T028,322,45,3,0,8,1,97,89,87,99,98,1,Low Risk
LR0989,T042,271,37,3,0,8,0,93,98,98,91,98,1,Low Risk
P1660,T043,364,40,12,0,1,9,97,52,97,48,95,8,High Risk
LR0510,T078,423,47,3,0,5,1,99,81,97,95,99,1,Low Risk
P1234,T060,409,51,1,7,7,2,55,39,68,98,58,7,Medium Risk
MR0874,T028,234,22,7,5,12,3,65,71,58,56,51,2,Medium Risk
P1449,T017,371,23,11,8,7,8,62,36,78,23,88,7,High Risk
LR0874,T050,266,28,2,0,4,0,89,94,87,95,86,1,Low Risk
P1966,T034,122,60,13,1,36,10,43,46,49,92,74,2,High Risk
P0694,T086,471,34,10,9,36,0,21,88,21,32,53,7,High Risk
P1058,T004,92,40,4,5,9,6,98,33,37,50,91,5,Medium Risk
P1799,T023,19,34,12,0,36,8,66,32,73,50,90,1,Medium Risk
P1028,T025,199,49,15,12,28,5,96,91,40,54,88,5,High Risk
P1537,T011,364,36,21,11,39,9,66,92,59,66,88,3,High Risk
MR0433,T096,129,15,5,2,11,2,68,69,68,53,55,3,Medium Risk
P1703,T030,426,34,6,6,13,8,85,70,27,69,65,10,High Risk
LR0336,T023,435,22,0,0,7,1,85,95,93,90,82,1,Low Risk
P0347,T022,325,55,1,7,29,3,92,64,53,96,37,10,Medium Risk
P0924,T051,329,42,8,13,40,0,57,55,66,61,17,8,High Risk
MR0260,T061,157,17,10,5,6,4,69,80,51,68,68,3,Medium Risk
P1188,T071,263,29,5,14,27,6,97,36,33,30,96,9,High Risk
P0843,T100,313,35,22,3,1,6,87,56,28,96,55,7,High Risk
MR0279,T048,91,12,5,5,7,1,65,80,73,66,55,3,Medium Risk
MR0777,T094,155,14,5,5,10,2,56,66,79,70,62,2,Medium Risk
LR0728,T053,207,53,2,0,0,1,96,92,91,98,91,0,Low Risk
LR0828,T055,325,42,2,1,5,1,91,82,84,90,94,1,Low Risk
P1421,T007,254,60,8,13,37,5,79,69,41,88,79,0,High Risk
P1925,T045,390,11,15,13,29,0,21,90,30,87,69,3,High Risk
P0179,T058,100,28,10,2,38,3,97,84,39,89,77,3,Low Risk
LR0277,T092,217,30,2,0,5,0,88,89,86,87,86,1,Low Risk
MR0186,T057,88,9,8,5,6,3,61,66,52,58,81,2,Medium Risk
P0813,T051,171,46,8,15,12,3,37,100,33,22,57,1,High Risk
P1878,T084,63,1,22,5,24,10,94,39,51,39,41,2,High Risk
P1337,T039,303,26,11,7,1,7,24,92,35,63,86,4,High Risk
MR0159,T084,95,22,8,4,9,3,70,72,69,64,75,4,Medium Risk
MR0108,T035,248,22,10,3,11,4,57,77,59,61,78,3,Medium Risk
P1558,T090,127,4,2,3,21,1,47,70,23,26,85,9,Medium Risk
LR0802,T096,233,44,0,0,0,1,89,80,88,92,88,0,Low Risk
LR0177,T038,447,48,2,1,1,1,97,87,93,95,87,0,Low Risk
P1813,T048,421,55,17,4,19,10,91,73,33,43,65,9,High Risk
P0174,T059,446,34,18,3,14,7,55,55,38,77,55,2,High Risk
LR0355,T089,492,52,2,0,3,1,86,91,98,94,92,0,Low Risk
MR0058,T007,221,23,4,3,18,1,72,58,71,79,54,3,Medium Risk
P0332,T043,340,54,22,2,36,8,55,74,40,57,37,7,High Risk
P1362,T084,141,10,4,13,12,1,84,31,33,61,13,6,High Risk
P0431,T096,468,42,25,2,11,3,95,54,59,20,84,8,High Risk
MR0653,T033,150,21,8,4,10,2,59,71,60,70,70,3,Medium Risk
LR0010,T048,365,35,2,1,1,0,95,95,82,98,81,0,Low Risk
P1105,T052,245,25,4,10,8,4,75,77,73,44,19,3,High Risk
LR0563,T086,497,41,0,1,0,1,93,86,92,86,89,1,Low Risk
P0480,T076,434,55,1,5,40,1,39,73,33,72,22,3,Low Risk
P1279,T005,122,16,3,3,17,4,25,96,82,62,28,5,Medium Risk
LR0604,T061,372,40,3,0,6,1,88,85,93,95,93,0,Low Risk
P0747,T066,212,5,5,4,30,0,69,42,95,24,66,8,Medium Risk
P1770,T096,326,7,15,4,25,4,95,94,35,49,69,1,Medium Risk
MR0555,T072,183,21,10,2,11,4,64,68,68,69,58,1,Medium Risk
LR0338,T019,235,25,0,1,4,1,86,82,95,81,90,0,Low Risk
MR0752,T089,167,16,7,5,18,4,69,76,62,65,51,1,Medium Risk
P1941,T081,406,45,10,4,32,9,27,72,32,73,32,9,High Risk
